TIME,birga_x,birga_y,rates_x,rates_y,valin_x,valin_y,valout_y,volume_x,volume_y,start,step,back,profit,perc,volume,timer,regim,first
19:38:32,alfa,live,0.0163,0.01671,USD,PZM,USD,617.28395063,388.90067697,100.0,6122.723877398577,102.10650298535951,2.106502985359512,2.106502985359512,386.95617358515005,0.765625,7,2
