birga,valin,valout,direction,rates,volume
hot,BTC,PZM,buy,0.00000213,507.56
hot,BTC,PZM,buy,0.00000215,781.35
hot,BTC,PZM,buy,0.00000219,16105.68
hot,BTC,PZM,buy,0.00000223,16422.56
hot,BTC,PZM,buy,0.00000225,18462.29
hot,PZM,BTC,sell,0.00000207,288.33
hot,PZM,BTC,sell,0.00000206,389.33
hot,PZM,BTC,sell,0.00000205,2421.64
hot,PZM,BTC,sell,0.00000204,13604.97
hot,PZM,BTC,sell,0.00000203,14450.259999999998
