birga,valin,valout,direction,rates,volume
live,USD,PZM,buy,0.01969,466.5692022
live,USD,PZM,buy,0.01974,716.5692022000001
live,USD,PZM,buy,0.01975,1009.5692022000001
live,USD,PZM,buy,0.01977,1259.5692022
live,USD,PZM,buy,0.01978,1759.5692022
live,PZM,USD,sell,0.01935,349.70655562
live,PZM,USD,sell,0.01933,474.4751888
live,PZM,USD,sell,0.01922,848.9561399
live,PZM,USD,sell,0.01903,1882.03455669
