birga,valin,valout,direction,rates,volume
alfa,BTC,PZM,buy,2.12e-06,4.234e-05
alfa,BTC,PZM,buy,2.13e-06,2470.97480424
alfa,PZM,BTC,sell,2.1e-06,38370.164928909995
alfa,PZM,BTC,sell,2.09e-06,73616.87878058999
