birga,valin,valout,direction,rates,volume
live,BTC,PZM,buy,0.00000208,59.66013086
live,BTC,PZM,buy,0.00000209,1595.49054297
live,BTC,PZM,buy,0.0000021,2095.49054297
live,BTC,PZM,buy,0.00000211,2967.49141267
live,BTC,PZM,buy,0.00000212,4616.44411319
live,PZM,BTC,sell,0.00000207,63.336
live,PZM,BTC,sell,0.00000205,1253.1931267100001
live,PZM,BTC,sell,0.00000204,3164.9578325800003
live,PZM,BTC,sell,0.00000203,4709.69946512
live,PZM,BTC,sell,0.00000202,5025.17813658
