,TIME,birga_x,birga_y,rates_x,rates_y,valin_x,valin_y,valout_y,volume_x,volume_y,start,step,back,profit,perc
545,12:09:02,alfa,live,0.0195,0.01905,USD,PZM,USDT,2449.85625134,537.44896199,100.0,5118.990944505019,97.34156267999663,-2.6584373200033724,-2.6584373200033724
546,12:09:02,alfa,hot,0.0195,0.02024665,USD,PZM,USDT,2449.85625134,44.92,100.0,5118.990944505019,103.45619685222853,3.45619685222853,3.45619685222853
547,12:09:02,alfa,hot,0.0195,0.02004618,USD,PZM,USDT,2449.85625134,97.3,100.0,5118.990944505019,102.4318365860627,2.431836586062701,2.431836586062701
548,12:09:02,alfa,hot,0.0195,0.01984771,USD,PZM,USDT,2449.85625134,153.77,100.0,5118.990944505019,101.41769590652997,1.4176959065299712,1.4176959065299712
549,12:09:02,live,live,0.02029,0.01923073,USD,PZM,USDT,492.69655,109.7859082,100.0,4919.680799302508,94.43906282448664,-5.560937175513359,-5.560937175513359
550,12:09:02,live,live,0.02029,0.0192,USD,PZM,USDT,492.69655,187.44896199,100.0,4919.680799302508,94.28815267179891,-5.711847328201088,-5.711847328201088
551,12:09:02,live,live,0.02029,0.01905,USD,PZM,USDT,492.69655,537.44896199,100.0,4919.680799302508,93.5515264790505,-6.448473520949506,-6.4484735209495065
552,12:09:02,live,hot,0.02029,0.02024665,USD,PZM,USDT,492.69655,44.92,100.0,4919.680799302508,99.4280847027332,-0.5719152972667985,-0.5719152972667985
553,12:09:02,live,hot,0.02029,0.02004618,USD,PZM,USDT,492.69655,97.3,100.0,4919.680799302508,98.44360835033135,-1.5563916496686545,-1.5563916496686545
554,12:09:02,live,hot,0.02029,0.01984771,USD,PZM,USDT,492.69655,153.77,100.0,4919.680799302508,97.46895368049948,-2.5310463195005184,-2.5310463195005184
555,12:09:02,live,live,0.0203,0.01923073,USD,PZM,USDT,2932.41071291,109.7859082,100.0,4917.257311224033,94.39254111866177,-5.607458881338232,-5.607458881338232
556,12:09:02,live,live,0.0203,0.0192,USD,PZM,USDT,2932.41071291,187.44896199,100.0,4917.257311224033,94.24170530595073,-5.758294694049269,-5.758294694049269
557,12:09:02,live,live,0.0203,0.01905,USD,PZM,USDT,2932.41071291,537.44896199,100.0,4917.257311224033,93.505441983248,-6.494558016751995,-6.494558016751995
558,12:09:02,live,hot,0.0203,0.02024665,USD,PZM,USDT,2932.41071291,44.92,100.0,4917.257311224033,99.37910535066288,-0.6208946493371172,-0.6208946493371172
